"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 14 14:34:04 GMT 2022","Tue Jun 14 14:34:04 GMT 2022","198","tests","test_02_cookie_policy","","","","test_accept_cookie_policy",""
"passed","Tue Jun 14 14:34:18 GMT 2022","Tue Jun 14 14:34:20 GMT 2022","1844","tests","test_04_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Tue Jun 14 14:34:05 GMT 2022","Tue Jun 14 14:34:07 GMT 2022","2172","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"passed","Tue Jun 14 14:34:24 GMT 2022","Tue Jun 14 14:34:26 GMT 2022","1799","tests","test_04_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Tue Jun 14 14:34:07 GMT 2022","Tue Jun 14 14:34:09 GMT 2022","1908","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"passed","Tue Jun 14 14:34:11 GMT 2022","Tue Jun 14 14:34:13 GMT 2022","1897","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Tue Jun 14 14:34:26 GMT 2022","Tue Jun 14 14:34:27 GMT 2022","1830","tests","test_04_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"passed","Tue Jun 14 14:34:03 GMT 2022","Tue Jun 14 14:34:04 GMT 2022","277","tests","test_02_cookie_policy","","","","test_decline_cookie_policy",""
"passed","Tue Jun 14 14:34:20 GMT 2022","Tue Jun 14 14:34:22 GMT 2022","1797","tests","test_04_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"passed","Tue Jun 14 14:34:16 GMT 2022","Tue Jun 14 14:34:18 GMT 2022","2140","tests","test_04_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"passed","Tue Jun 14 14:34:09 GMT 2022","Tue Jun 14 14:34:11 GMT 2022","1851","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"passed","Tue Jun 14 14:33:45 GMT 2022","Tue Jun 14 14:34:01 GMT 2022","15939","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
"passed","Tue Jun 14 14:34:13 GMT 2022","Tue Jun 14 14:34:15 GMT 2022","1827","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"passed","Tue Jun 14 14:34:02 GMT 2022","Tue Jun 14 14:34:03 GMT 2022","1474","tests","test_02_cookie_policy","","","","test_learn_more_link",""
"passed","Tue Jun 14 14:34:22 GMT 2022","Tue Jun 14 14:34:24 GMT 2022","1829","tests","test_04_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
