"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 14 11:31:57 GMT 2022","Tue Jun 14 11:31:58 GMT 2022","1810","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"passed","Tue Jun 14 11:31:41 GMT 2022","Tue Jun 14 11:31:42 GMT 2022","1783","tests","test_02_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"passed","Tue Jun 14 11:31:37 GMT 2022","Tue Jun 14 11:31:39 GMT 2022","1988","tests","test_02_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"passed","Tue Jun 14 11:31:35 GMT 2022","Tue Jun 14 11:31:35 GMT 2022","853","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
"passed","Tue Jun 14 11:31:39 GMT 2022","Tue Jun 14 11:31:41 GMT 2022","1905","tests","test_02_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Tue Jun 14 11:31:49 GMT 2022","Tue Jun 14 11:31:51 GMT 2022","2033","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"passed","Tue Jun 14 11:31:44 GMT 2022","Tue Jun 14 11:31:46 GMT 2022","1815","tests","test_02_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Tue Jun 14 11:31:53 GMT 2022","Tue Jun 14 11:31:55 GMT 2022","1801","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"passed","Tue Jun 14 11:31:46 GMT 2022","Tue Jun 14 11:31:48 GMT 2022","1779","tests","test_02_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"passed","Tue Jun 14 11:31:51 GMT 2022","Tue Jun 14 11:31:53 GMT 2022","1892","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"passed","Tue Jun 14 11:31:55 GMT 2022","Tue Jun 14 11:31:57 GMT 2022","1814","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Tue Jun 14 11:31:42 GMT 2022","Tue Jun 14 11:31:44 GMT 2022","1813","tests","test_02_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
