"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jun 29 15:48:01 GMT 2022","Wed Jun 29 15:48:01 GMT 2022","0","tests","test_05_data_handling","","","","test_delete_data",""
"passed","Wed Jun 29 15:47:19 GMT 2022","Wed Jun 29 15:47:24 GMT 2022","5311","tests","test_03_signup","","","","test_valid_signup[testuser0-testuser0@mailinator.com-TestUserPass0-Your registration was successful!]","
    Signup test
    "
"passed","Wed Jun 29 15:47:49 GMT 2022","Wed Jun 29 15:47:51 GMT 2022","2823","tests","test_04_login","","","","test_valid_login[testuser1@mailinator.com-TestUserPass1-//a[@href=""#/@testuser1/""]-testuser1]","
    Test valid login
    "
"passed","Wed Jun 29 15:47:13 GMT 2022","Wed Jun 29 15:47:15 GMT 2022","2024","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Wed Jun 29 15:47:35 GMT 2022","Wed Jun 29 15:47:37 GMT 2022","1996","tests","test_04_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
"passed","Wed Jun 29 15:47:32 GMT 2022","Wed Jun 29 15:47:34 GMT 2022","1946","tests","test_04_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"skipped","Wed Jun 29 15:48:01 GMT 2022","Wed Jun 29 15:48:01 GMT 2022","0","tests","test_05_data_handling","","","","test_insert_data",""
"passed","Wed Jun 29 15:47:06 GMT 2022","Wed Jun 29 15:47:08 GMT 2022","1992","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"passed","Wed Jun 29 15:46:55 GMT 2022","Wed Jun 29 15:46:56 GMT 2022","683","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
"skipped","Wed Jun 29 15:48:01 GMT 2022","Wed Jun 29 15:48:01 GMT 2022","0","tests","test_05_data_handling","","","","test_update_data",""
"passed","Wed Jun 29 15:47:39 GMT 2022","Wed Jun 29 15:47:40 GMT 2022","1976","tests","test_04_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Wed Jun 29 15:47:54 GMT 2022","Wed Jun 29 15:47:56 GMT 2022","2233","tests","test_05_data_handling","","","","test_list_data",""
"passed","Wed Jun 29 15:47:16 GMT 2022","Wed Jun 29 15:47:18 GMT 2022","1945","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"passed","Wed Jun 29 15:47:59 GMT 2022","Wed Jun 29 15:48:01 GMT 2022","2142","tests","test_05_data_handling","","","","test_list_multi_page_data",""
"skipped","Wed Jun 29 15:48:01 GMT 2022","Wed Jun 29 15:48:01 GMT 2022","0","tests","test_05_data_handling","","","","test_download_data",""
"passed","Wed Jun 29 15:47:03 GMT 2022","Wed Jun 29 15:47:05 GMT 2022","2014","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"passed","Wed Jun 29 15:47:26 GMT 2022","Wed Jun 29 15:47:28 GMT 2022","1963","tests","test_04_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"passed","Wed Jun 29 15:46:57 GMT 2022","Wed Jun 29 15:46:59 GMT 2022","1587","tests","test_02_cookie_policy","","","","test_learn_more_link","
    Test Learn more... link on cookie policy bar
    "
"skipped","Wed Jun 29 15:48:01 GMT 2022","Wed Jun 29 15:48:01 GMT 2022","0","tests","test_05_data_handling","","","","test_bulk_insert_data_from_file",""
"passed","Wed Jun 29 15:47:01 GMT 2022","Wed Jun 29 15:47:02 GMT 2022","368","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I accept!"")]-accept]","
    Test decline button on cookie policy bar
    "
"skipped","Wed Jun 29 15:48:01 GMT 2022","Wed Jun 29 15:48:01 GMT 2022","0","tests","test_06_logout","","","","test_logout",""
"passed","Wed Jun 29 15:47:42 GMT 2022","Wed Jun 29 15:47:44 GMT 2022","1977","tests","test_04_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"passed","Wed Jun 29 15:47:09 GMT 2022","Wed Jun 29 15:47:11 GMT 2022","2012","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"passed","Wed Jun 29 15:47:29 GMT 2022","Wed Jun 29 15:47:31 GMT 2022","1931","tests","test_04_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Wed Jun 29 15:47:00 GMT 2022","Wed Jun 29 15:47:00 GMT 2022","319","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I decline!"")]-decline]","
    Test decline button on cookie policy bar
    "
