"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 29 13:39:51 GMT 2022","Wed Jun 29 13:39:58 GMT 2022","6428","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
"passed","Wed Jun 29 13:40:03 GMT 2022","Wed Jun 29 13:40:03 GMT 2022","348","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I accept!"")]-accept]","
    Test decline button on cookie policy bar
    "
"skipped","Wed Jun 29 13:40:43 GMT 2022","Wed Jun 29 13:40:43 GMT 2022","0","tests","test_05_data_handling","","","","test_delete_data",""
"skipped","Wed Jun 29 13:40:43 GMT 2022","Wed Jun 29 13:40:43 GMT 2022","0","tests","test_06_logout","","","","test_logout",""
"passed","Wed Jun 29 13:40:18 GMT 2022","Wed Jun 29 13:40:20 GMT 2022","1984","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"skipped","Wed Jun 29 13:40:43 GMT 2022","Wed Jun 29 13:40:43 GMT 2022","0","tests","test_05_data_handling","","","","test_download_data",""
"skipped","Wed Jun 29 13:40:43 GMT 2022","Wed Jun 29 13:40:43 GMT 2022","0","tests","test_05_data_handling","","","","test_insert_data",""
"passed","Wed Jun 29 13:40:34 GMT 2022","Wed Jun 29 13:40:36 GMT 2022","1990","tests","test_04_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
"passed","Wed Jun 29 13:39:59 GMT 2022","Wed Jun 29 13:40:00 GMT 2022","1378","tests","test_02_cookie_policy","","","","test_learn_more_link","
    Test Learn more... link on cookie policy bar
    "
"passed","Wed Jun 29 13:40:41 GMT 2022","Wed Jun 29 13:40:43 GMT 2022","2000","tests","test_04_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"passed","Wed Jun 29 13:40:15 GMT 2022","Wed Jun 29 13:40:17 GMT 2022","2043","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Wed Jun 29 13:40:28 GMT 2022","Wed Jun 29 13:40:30 GMT 2022","1955","tests","test_04_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Wed Jun 29 13:40:11 GMT 2022","Wed Jun 29 13:40:13 GMT 2022","2025","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"failed","Wed Jun 29 13:40:21 GMT 2022","Wed Jun 29 13:40:23 GMT 2022","2047","tests","test_03_signup","","","","test_valid_signup[testuser0-testuser0@mailinator.com-TestUserPass0-Your registration was successful!]","
    Signup test
    "
"passed","Wed Jun 29 13:40:25 GMT 2022","Wed Jun 29 13:40:26 GMT 2022","1959","tests","test_04_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"skipped","Wed Jun 29 13:40:43 GMT 2022","Wed Jun 29 13:40:43 GMT 2022","0","tests","test_05_data_handling","","","","test_list_data",""
"broken","Wed Jun 29 13:40:43 GMT 2022","Wed Jun 29 13:40:43 GMT 2022","0","tests","test_04_login","","","","test_valid_login",""
"passed","Wed Jun 29 13:40:01 GMT 2022","Wed Jun 29 13:40:02 GMT 2022","334","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I decline!"")]-decline]","
    Test decline button on cookie policy bar
    "
"skipped","Wed Jun 29 13:40:43 GMT 2022","Wed Jun 29 13:40:43 GMT 2022","0","tests","test_05_data_handling","","","","test_update_data",""
"passed","Wed Jun 29 13:40:05 GMT 2022","Wed Jun 29 13:40:07 GMT 2022","2063","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"skipped","Wed Jun 29 13:40:43 GMT 2022","Wed Jun 29 13:40:43 GMT 2022","0","tests","test_05_data_handling","","","","test_bulk_insert_data_from_file",""
"passed","Wed Jun 29 13:40:08 GMT 2022","Wed Jun 29 13:40:10 GMT 2022","2013","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"skipped","Wed Jun 29 13:40:43 GMT 2022","Wed Jun 29 13:40:43 GMT 2022","0","tests","test_05_data_handling","","","","test_list_multi_page_data",""
"passed","Wed Jun 29 13:40:37 GMT 2022","Wed Jun 29 13:40:39 GMT 2022","1992","tests","test_04_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Wed Jun 29 13:40:31 GMT 2022","Wed Jun 29 13:40:33 GMT 2022","1954","tests","test_04_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
