"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 20 09:12:07 GMT 2022","Sat Aug 20 09:12:11 GMT 2022","4144","tests","test_05_data_handling","","","","test_list_multi_page_data",""
"passed","Sat Aug 20 09:11:00 GMT 2022","Sat Aug 20 09:11:02 GMT 2022","1693","tests","test_02_cookie_policy","","","","test_learn_more_link","
    Test Learn more... link on cookie policy bar
    "
"passed","Sat Aug 20 09:10:58 GMT 2022","Sat Aug 20 09:10:59 GMT 2022","940","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
"passed","Sat Aug 20 09:11:33 GMT 2022","Sat Aug 20 09:11:35 GMT 2022","2052","tests","test_04_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"passed","Sat Aug 20 09:11:03 GMT 2022","Sat Aug 20 09:11:03 GMT 2022","341","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I decline!"")]-decline]","
    Test decline button on cookie policy bar
    "
"passed","Sat Aug 20 09:11:17 GMT 2022","Sat Aug 20 09:11:19 GMT 2022","2038","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Sat Aug 20 09:11:49 GMT 2022","Sat Aug 20 09:11:51 GMT 2022","2047","tests","test_04_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"passed","Sat Aug 20 09:11:10 GMT 2022","Sat Aug 20 09:11:12 GMT 2022","2052","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"passed","Sat Aug 20 09:12:42 GMT 2022","Sat Aug 20 09:12:54 GMT 2022","12394","tests","test_05_data_handling","","","","test_bulk_insert_data_from_file",""
"passed","Sat Aug 20 09:11:39 GMT 2022","Sat Aug 20 09:11:41 GMT 2022","2026","tests","test_04_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"passed","Sat Aug 20 09:11:06 GMT 2022","Sat Aug 20 09:11:09 GMT 2022","2138","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"passed","Sat Aug 20 09:11:23 GMT 2022","Sat Aug 20 09:11:32 GMT 2022","8323","tests","test_03_signup","","","","test_valid_signup[testuser0-testuser0@mailinator.com-TestUserPass0-Your registration was successful!]","
    Signup test
    "
"passed","Sat Aug 20 09:12:57 GMT 2022","Sat Aug 20 09:12:59 GMT 2022","1566","tests","test_06_logout","","","","test_logout",""
"passed","Sat Aug 20 09:11:13 GMT 2022","Sat Aug 20 09:11:15 GMT 2022","2104","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"passed","Sat Aug 20 09:12:35 GMT 2022","Sat Aug 20 09:12:39 GMT 2022","4202","tests","test_05_data_handling","","","","test_delete_data",""
"passed","Sat Aug 20 09:11:43 GMT 2022","Sat Aug 20 09:11:45 GMT 2022","2022","tests","test_04_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
"passed","Sat Aug 20 09:12:32 GMT 2022","Sat Aug 20 09:12:32 GMT 2022","146","tests","test_05_data_handling","","","","test_download_data",""
"passed","Sat Aug 20 09:12:02 GMT 2022","Sat Aug 20 09:12:04 GMT 2022","2221","tests","test_05_data_handling","","","","test_list_data",""
"passed","Sat Aug 20 09:11:36 GMT 2022","Sat Aug 20 09:11:38 GMT 2022","1973","tests","test_04_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Sat Aug 20 09:12:22 GMT 2022","Sat Aug 20 09:12:28 GMT 2022","6223","tests","test_05_data_handling","","","","test_update_data",""
"passed","Sat Aug 20 09:11:46 GMT 2022","Sat Aug 20 09:11:48 GMT 2022","1988","tests","test_04_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Sat Aug 20 09:12:14 GMT 2022","Sat Aug 20 09:12:19 GMT 2022","4953","tests","test_05_data_handling","","","","test_insert_data",""
"passed","Sat Aug 20 09:11:05 GMT 2022","Sat Aug 20 09:11:05 GMT 2022","588","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I accept!"")]-accept]","
    Test decline button on cookie policy bar
    "
"passed","Sat Aug 20 09:11:56 GMT 2022","Sat Aug 20 09:11:59 GMT 2022","2893","tests","test_04_login","","","","test_valid_login[testuser1@mailinator.com-TestUserPass1-//a[@href=""#/@testuser1/""]-testuser1]","
    Test valid login
    "
"passed","Sat Aug 20 09:11:20 GMT 2022","Sat Aug 20 09:11:22 GMT 2022","2137","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
