"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 29 18:05:20 GMT 2022","Wed Jun 29 18:05:26 GMT 2022","6201","tests","test_05_data_handling","","","","test_update_data",""
"passed","Wed Jun 29 18:03:55 GMT 2022","Wed Jun 29 18:03:56 GMT 2022","1378","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
"passed","Wed Jun 29 18:04:08 GMT 2022","Wed Jun 29 18:04:10 GMT 2022","2063","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"passed","Wed Jun 29 18:04:14 GMT 2022","Wed Jun 29 18:04:16 GMT 2022","2101","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Wed Jun 29 18:03:57 GMT 2022","Wed Jun 29 18:03:59 GMT 2022","2044","tests","test_02_cookie_policy","","","","test_learn_more_link","
    Test Learn more... link on cookie policy bar
    "
"passed","Wed Jun 29 18:04:34 GMT 2022","Wed Jun 29 18:04:36 GMT 2022","2030","tests","test_04_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Wed Jun 29 18:04:21 GMT 2022","Wed Jun 29 18:04:29 GMT 2022","8319","tests","test_03_signup","","","","test_valid_signup[testuser0-testuser0@mailinator.com-TestUserPass0-Your registration was successful!]","
    Signup test
    "
"passed","Wed Jun 29 18:05:12 GMT 2022","Wed Jun 29 18:05:17 GMT 2022","4877","tests","test_05_data_handling","","","","test_insert_data",""
"passed","Wed Jun 29 18:04:18 GMT 2022","Wed Jun 29 18:04:20 GMT 2022","2063","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"passed","Wed Jun 29 18:04:54 GMT 2022","Wed Jun 29 18:04:57 GMT 2022","2825","tests","test_04_login","","","","test_valid_login[testuser1@mailinator.com-TestUserPass1-//a[@href=""#/@testuser1/""]-testuser1]","
    Test valid login
    "
"passed","Wed Jun 29 18:04:44 GMT 2022","Wed Jun 29 18:04:46 GMT 2022","2034","tests","test_04_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Wed Jun 29 18:05:05 GMT 2022","Wed Jun 29 18:05:09 GMT 2022","4148","tests","test_05_data_handling","","","","test_list_multi_page_data",""
"passed","Wed Jun 29 18:04:31 GMT 2022","Wed Jun 29 18:04:33 GMT 2022","2034","tests","test_04_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"passed","Wed Jun 29 18:05:00 GMT 2022","Wed Jun 29 18:05:02 GMT 2022","2199","tests","test_05_data_handling","","","","test_list_data",""
"passed","Wed Jun 29 18:04:47 GMT 2022","Wed Jun 29 18:04:49 GMT 2022","2008","tests","test_04_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"passed","Wed Jun 29 18:04:11 GMT 2022","Wed Jun 29 18:04:13 GMT 2022","2085","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"passed","Wed Jun 29 18:04:04 GMT 2022","Wed Jun 29 18:04:06 GMT 2022","2199","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"passed","Wed Jun 29 18:05:39 GMT 2022","Wed Jun 29 18:05:52 GMT 2022","12184","tests","test_05_data_handling","","","","test_bulk_insert_data_from_file",""
"passed","Wed Jun 29 18:04:41 GMT 2022","Wed Jun 29 18:04:43 GMT 2022","2017","tests","test_04_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
"passed","Wed Jun 29 18:04:01 GMT 2022","Wed Jun 29 18:04:01 GMT 2022","378","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I decline!"")]-decline]","
    Test decline button on cookie policy bar
    "
"passed","Wed Jun 29 18:05:32 GMT 2022","Wed Jun 29 18:05:37 GMT 2022","4196","tests","test_05_data_handling","","","","test_delete_data",""
"passed","Wed Jun 29 18:05:55 GMT 2022","Wed Jun 29 18:05:56 GMT 2022","1524","tests","test_06_logout","","","","test_logout",""
"passed","Wed Jun 29 18:05:29 GMT 2022","Wed Jun 29 18:05:29 GMT 2022","148","tests","test_05_data_handling","","","","test_download_data",""
"passed","Wed Jun 29 18:04:37 GMT 2022","Wed Jun 29 18:04:39 GMT 2022","2017","tests","test_04_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"passed","Wed Jun 29 18:04:02 GMT 2022","Wed Jun 29 18:04:03 GMT 2022","399","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I accept!"")]-accept]","
    Test decline button on cookie policy bar
    "
