"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 14 12:48:38 GMT 2022","Tue Jun 14 12:48:40 GMT 2022","1886","tests","test_02_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
"passed","Tue Jun 14 12:48:49 GMT 2022","Tue Jun 14 12:48:51 GMT 2022","1872","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"passed","Tue Jun 14 12:48:32 GMT 2022","Tue Jun 14 12:48:34 GMT 2022","2215","tests","test_02_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"passed","Tue Jun 14 12:48:34 GMT 2022","Tue Jun 14 12:48:36 GMT 2022","1926","tests","test_02_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Tue Jun 14 12:48:53 GMT 2022","Tue Jun 14 12:48:55 GMT 2022","2006","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"passed","Tue Jun 14 12:48:36 GMT 2022","Tue Jun 14 12:48:38 GMT 2022","1910","tests","test_02_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"passed","Tue Jun 14 12:48:51 GMT 2022","Tue Jun 14 12:48:53 GMT 2022","1927","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Tue Jun 14 12:48:40 GMT 2022","Tue Jun 14 12:48:42 GMT 2022","1847","tests","test_02_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Tue Jun 14 12:48:04 GMT 2022","Tue Jun 14 12:48:30 GMT 2022","26172","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
"passed","Tue Jun 14 12:48:45 GMT 2022","Tue Jun 14 12:48:47 GMT 2022","2124","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"passed","Tue Jun 14 12:48:47 GMT 2022","Tue Jun 14 12:48:49 GMT 2022","1937","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"passed","Tue Jun 14 12:48:42 GMT 2022","Tue Jun 14 12:48:43 GMT 2022","1879","tests","test_02_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
