"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 14 11:24:18 GMT 2022","Tue Jun 14 11:24:20 GMT 2022","2097","tests","test_02_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
"passed","Tue Jun 14 11:24:12 GMT 2022","Tue Jun 14 11:24:14 GMT 2022","2319","tests","test_02_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"passed","Tue Jun 14 11:24:14 GMT 2022","Tue Jun 14 11:24:16 GMT 2022","2126","tests","test_02_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Tue Jun 14 11:24:22 GMT 2022","Tue Jun 14 11:24:25 GMT 2022","2191","tests","test_02_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"passed","Tue Jun 14 11:24:31 GMT 2022","Tue Jun 14 11:24:33 GMT 2022","2139","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"passed","Tue Jun 14 11:24:16 GMT 2022","Tue Jun 14 11:24:18 GMT 2022","2078","tests","test_02_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"passed","Tue Jun 14 11:24:35 GMT 2022","Tue Jun 14 11:24:37 GMT 2022","2142","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"passed","Tue Jun 14 11:24:26 GMT 2022","Tue Jun 14 11:24:28 GMT 2022","2414","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"passed","Tue Jun 14 11:24:33 GMT 2022","Tue Jun 14 11:24:35 GMT 2022","2266","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Tue Jun 14 11:24:20 GMT 2022","Tue Jun 14 11:24:22 GMT 2022","2039","tests","test_02_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Tue Jun 14 11:24:28 GMT 2022","Tue Jun 14 11:24:31 GMT 2022","2218","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"passed","Tue Jun 14 11:23:34 GMT 2022","Tue Jun 14 11:24:10 GMT 2022","36740","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
