"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jun 29 14:30:29 GMT 2022","Wed Jun 29 14:30:29 GMT 2022","0","tests","test_05_data_handling","","","","test_insert_data",""
"skipped","Wed Jun 29 14:30:29 GMT 2022","Wed Jun 29 14:30:29 GMT 2022","0","tests","test_06_logout","","","","test_logout",""
"broken","Wed Jun 29 14:30:24 GMT 2022","Wed Jun 29 14:30:24 GMT 2022","214","tests","test_04_login","","","","test_valid_login[testuser1@mailinator.com-TestUserPass1-//a[@href=""#/@testuser1/""]-testuser1]","
    Test valid login
    "
"skipped","Wed Jun 29 14:30:29 GMT 2022","Wed Jun 29 14:30:29 GMT 2022","0","tests","test_05_data_handling","","","","test_download_data",""
"passed","Wed Jun 29 14:29:45 GMT 2022","Wed Jun 29 14:29:47 GMT 2022","2077","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"passed","Wed Jun 29 14:29:40 GMT 2022","Wed Jun 29 14:29:40 GMT 2022","355","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I accept!"")]-accept]","
    Test decline button on cookie policy bar
    "
"skipped","Wed Jun 29 14:30:29 GMT 2022","Wed Jun 29 14:30:29 GMT 2022","0","tests","test_05_data_handling","","","","test_update_data",""
"passed","Wed Jun 29 14:30:27 GMT 2022","Wed Jun 29 14:30:29 GMT 2022","2222","tests","test_05_data_handling","","","","test_list_data",""
"passed","Wed Jun 29 14:29:35 GMT 2022","Wed Jun 29 14:29:37 GMT 2022","1757","tests","test_02_cookie_policy","","","","test_learn_more_link","
    Test Learn more... link on cookie policy bar
    "
"passed","Wed Jun 29 14:29:33 GMT 2022","Wed Jun 29 14:29:34 GMT 2022","788","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
"passed","Wed Jun 29 14:30:19 GMT 2022","Wed Jun 29 14:30:21 GMT 2022","2124","tests","test_04_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"skipped","Wed Jun 29 14:30:29 GMT 2022","Wed Jun 29 14:30:29 GMT 2022","0","tests","test_05_data_handling","","","","test_bulk_insert_data_from_file",""
"passed","Wed Jun 29 14:30:02 GMT 2022","Wed Jun 29 14:30:04 GMT 2022","2094","tests","test_04_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"passed","Wed Jun 29 14:29:51 GMT 2022","Wed Jun 29 14:29:54 GMT 2022","2460","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Wed Jun 29 14:30:15 GMT 2022","Wed Jun 29 14:30:17 GMT 2022","2022","tests","test_04_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Wed Jun 29 14:29:55 GMT 2022","Wed Jun 29 14:29:57 GMT 2022","2073","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"passed","Wed Jun 29 14:29:48 GMT 2022","Wed Jun 29 14:29:50 GMT 2022","2079","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"skipped","Wed Jun 29 14:30:29 GMT 2022","Wed Jun 29 14:30:29 GMT 2022","0","tests","test_05_data_handling","","","","test_list_multi_page_data",""
"passed","Wed Jun 29 14:29:41 GMT 2022","Wed Jun 29 14:29:43 GMT 2022","2122","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"passed","Wed Jun 29 14:29:38 GMT 2022","Wed Jun 29 14:29:38 GMT 2022","359","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I decline!"")]-decline]","
    Test decline button on cookie policy bar
    "
"failed","Wed Jun 29 14:29:59 GMT 2022","Wed Jun 29 14:30:01 GMT 2022","2126","tests","test_03_signup","","","","test_valid_signup[testuser0-testuser0@mailinator.com-TestUserPass0-Your registration was successful!]","
    Signup test
    "
"skipped","Wed Jun 29 14:30:29 GMT 2022","Wed Jun 29 14:30:29 GMT 2022","0","tests","test_05_data_handling","","","","test_delete_data",""
"passed","Wed Jun 29 14:30:09 GMT 2022","Wed Jun 29 14:30:11 GMT 2022","2025","tests","test_04_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"passed","Wed Jun 29 14:30:05 GMT 2022","Wed Jun 29 14:30:07 GMT 2022","2008","tests","test_04_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Wed Jun 29 14:30:12 GMT 2022","Wed Jun 29 14:30:14 GMT 2022","2067","tests","test_04_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
