"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jun 29 13:29:41 GMT 2022","Wed Jun 29 13:29:41 GMT 2022","0","tests","test_06_logout","","","","test_logout",""
"passed","Wed Jun 29 13:29:01 GMT 2022","Wed Jun 29 13:29:02 GMT 2022","389","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I decline!"")]-decline]","
    Test decline button on cookie policy bar
    "
"passed","Wed Jun 29 13:29:32 GMT 2022","Wed Jun 29 13:29:34 GMT 2022","2098","tests","test_04_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
"passed","Wed Jun 29 13:29:15 GMT 2022","Wed Jun 29 13:29:17 GMT 2022","2105","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Wed Jun 29 13:29:36 GMT 2022","Wed Jun 29 13:29:38 GMT 2022","2065","tests","test_04_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Wed Jun 29 13:28:55 GMT 2022","Wed Jun 29 13:28:57 GMT 2022","1371","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
"passed","Wed Jun 29 13:29:09 GMT 2022","Wed Jun 29 13:29:11 GMT 2022","2123","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"skipped","Wed Jun 29 13:29:41 GMT 2022","Wed Jun 29 13:29:41 GMT 2022","0","tests","test_05_data_handling","","","","test_list_data",""
"skipped","Wed Jun 29 13:29:41 GMT 2022","Wed Jun 29 13:29:41 GMT 2022","0","tests","test_05_data_handling","","","","test_delete_data",""
"skipped","Wed Jun 29 13:29:41 GMT 2022","Wed Jun 29 13:29:41 GMT 2022","0","tests","test_05_data_handling","","","","test_list_multi_page_data",""
"skipped","Wed Jun 29 13:29:41 GMT 2022","Wed Jun 29 13:29:41 GMT 2022","0","tests","test_05_data_handling","","","","test_download_data",""
"passed","Wed Jun 29 13:29:22 GMT 2022","Wed Jun 29 13:29:24 GMT 2022","2054","tests","test_04_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"skipped","Wed Jun 29 13:29:41 GMT 2022","Wed Jun 29 13:29:41 GMT 2022","0","tests","test_05_data_handling","","","","test_update_data",""
"passed","Wed Jun 29 13:29:05 GMT 2022","Wed Jun 29 13:29:07 GMT 2022","2214","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"skipped","Wed Jun 29 13:29:41 GMT 2022","Wed Jun 29 13:29:41 GMT 2022","0","tests","test_05_data_handling","","","","test_bulk_insert_data_from_file",""
"passed","Wed Jun 29 13:28:58 GMT 2022","Wed Jun 29 13:29:00 GMT 2022","2107","tests","test_02_cookie_policy","","","","test_learn_more_link","
    Test Learn more... link on cookie policy bar
    "
"passed","Wed Jun 29 13:29:12 GMT 2022","Wed Jun 29 13:29:14 GMT 2022","2093","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"passed","Wed Jun 29 13:29:29 GMT 2022","Wed Jun 29 13:29:31 GMT 2022","2064","tests","test_04_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"passed","Wed Jun 29 13:29:26 GMT 2022","Wed Jun 29 13:29:28 GMT 2022","2090","tests","test_04_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Wed Jun 29 13:29:03 GMT 2022","Wed Jun 29 13:29:04 GMT 2022","620","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I accept!"")]-accept]","
    Test decline button on cookie policy bar
    "
"skipped","Wed Jun 29 13:29:41 GMT 2022","Wed Jun 29 13:29:41 GMT 2022","0","tests","test_05_data_handling","","","","test_insert_data",""
"skipped","Wed Jun 29 13:29:21 GMT 2022","Wed Jun 29 13:29:21 GMT 2022","0","tests","test_03_signup","","","","test_valid_signup",""
"passed","Wed Jun 29 13:29:19 GMT 2022","Wed Jun 29 13:29:21 GMT 2022","2119","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"passed","Wed Jun 29 13:29:39 GMT 2022","Wed Jun 29 13:29:41 GMT 2022","2078","tests","test_04_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"broken","Wed Jun 29 13:29:41 GMT 2022","Wed Jun 29 13:29:41 GMT 2022","0","tests","test_04_login","","","","test_valid_login",""
