"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 20 09:10:25 GMT 2022","Sat Aug 20 09:10:25 GMT 2022","498","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I decline!"")]-decline]","
    Test decline button on cookie policy bar
    "
"passed","Sat Aug 20 09:12:09 GMT 2022","Sat Aug 20 09:12:22 GMT 2022","13190","tests","test_05_data_handling","","","","test_bulk_insert_data_from_file",""
"passed","Sat Aug 20 09:12:02 GMT 2022","Sat Aug 20 09:12:06 GMT 2022","4254","tests","test_05_data_handling","","","","test_delete_data",""
"passed","Sat Aug 20 09:12:25 GMT 2022","Sat Aug 20 09:12:27 GMT 2022","1710","tests","test_06_logout","","","","test_logout",""
"passed","Sat Aug 20 09:10:28 GMT 2022","Sat Aug 20 09:10:31 GMT 2022","2477","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"passed","Sat Aug 20 09:11:11 GMT 2022","Sat Aug 20 09:11:13 GMT 2022","2243","tests","test_04_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Sat Aug 20 09:11:07 GMT 2022","Sat Aug 20 09:11:10 GMT 2022","2350","tests","test_04_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
"passed","Sat Aug 20 09:11:22 GMT 2022","Sat Aug 20 09:11:25 GMT 2022","3099","tests","test_04_login","","","","test_valid_login[testuser1@mailinator.com-TestUserPass1-//a[@href=""#/@testuser1/""]-testuser1]","
    Test valid login
    "
"passed","Sat Aug 20 09:11:49 GMT 2022","Sat Aug 20 09:11:55 GMT 2022","6298","tests","test_05_data_handling","","","","test_update_data",""
"passed","Sat Aug 20 09:10:32 GMT 2022","Sat Aug 20 09:10:34 GMT 2022","2383","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"passed","Sat Aug 20 09:11:28 GMT 2022","Sat Aug 20 09:11:30 GMT 2022","2312","tests","test_05_data_handling","","","","test_list_data",""
"passed","Sat Aug 20 09:11:00 GMT 2022","Sat Aug 20 09:11:02 GMT 2022","2191","tests","test_04_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Sat Aug 20 09:11:58 GMT 2022","Sat Aug 20 09:11:59 GMT 2022","227","tests","test_05_data_handling","","","","test_download_data",""
"passed","Sat Aug 20 09:10:26 GMT 2022","Sat Aug 20 09:10:27 GMT 2022","395","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I accept!"")]-accept]","
    Test decline button on cookie policy bar
    "
"passed","Sat Aug 20 09:10:47 GMT 2022","Sat Aug 20 09:10:55 GMT 2022","8683","tests","test_03_signup","","","","test_valid_signup[testuser0-testuser0@mailinator.com-TestUserPass0-Your registration was successful!]","
    Signup test
    "
"passed","Sat Aug 20 09:11:34 GMT 2022","Sat Aug 20 09:11:38 GMT 2022","4207","tests","test_05_data_handling","","","","test_list_multi_page_data",""
"passed","Sat Aug 20 09:11:04 GMT 2022","Sat Aug 20 09:11:06 GMT 2022","2278","tests","test_04_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"passed","Sat Aug 20 09:10:57 GMT 2022","Sat Aug 20 09:10:59 GMT 2022","2247","tests","test_04_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"passed","Sat Aug 20 09:11:41 GMT 2022","Sat Aug 20 09:11:46 GMT 2022","5193","tests","test_05_data_handling","","","","test_insert_data",""
"passed","Sat Aug 20 09:10:21 GMT 2022","Sat Aug 20 09:10:23 GMT 2022","2095","tests","test_02_cookie_policy","","","","test_learn_more_link","
    Test Learn more... link on cookie policy bar
    "
"passed","Sat Aug 20 09:10:43 GMT 2022","Sat Aug 20 09:10:45 GMT 2022","2289","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"passed","Sat Aug 20 09:10:39 GMT 2022","Sat Aug 20 09:10:42 GMT 2022","2322","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Sat Aug 20 09:11:15 GMT 2022","Sat Aug 20 09:11:17 GMT 2022","2302","tests","test_04_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"passed","Sat Aug 20 09:10:18 GMT 2022","Sat Aug 20 09:10:20 GMT 2022","2228","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
"passed","Sat Aug 20 09:10:36 GMT 2022","Sat Aug 20 09:10:38 GMT 2022","2338","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
