"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 14 14:47:47 GMT 2022","Tue Jun 14 14:47:49 GMT 2022","2165","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"passed","Tue Jun 14 14:48:05 GMT 2022","Tue Jun 14 14:48:07 GMT 2022","2097","tests","test_04_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"passed","Tue Jun 14 14:48:07 GMT 2022","Tue Jun 14 14:48:10 GMT 2022","2062","tests","test_04_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"passed","Tue Jun 14 14:47:59 GMT 2022","Tue Jun 14 14:48:01 GMT 2022","2096","tests","test_04_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Tue Jun 14 14:47:43 GMT 2022","Tue Jun 14 14:47:43 GMT 2022","353","tests","test_02_cookie_policy","","","","test_decline_cookie_policy","
    Test decline button on cookie policy bar
    "
"passed","Tue Jun 14 14:47:43 GMT 2022","Tue Jun 14 14:47:43 GMT 2022","249","tests","test_02_cookie_policy","","","","test_accept_cookie_policy","
    Test accept button on cookie policy bar
    "
"failed","Tue Jun 14 14:48:03 GMT 2022","Tue Jun 14 14:48:05 GMT 2022","2036","tests","test_04_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
"passed","Tue Jun 14 14:47:57 GMT 2022","Tue Jun 14 14:47:59 GMT 2022","2380","tests","test_04_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"passed","Tue Jun 14 14:47:53 GMT 2022","Tue Jun 14 14:47:55 GMT 2022","2042","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"passed","Tue Jun 14 14:47:49 GMT 2022","Tue Jun 14 14:47:51 GMT 2022","2108","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"passed","Tue Jun 14 14:47:41 GMT 2022","Tue Jun 14 14:47:43 GMT 2022","1854","tests","test_02_cookie_policy","","","","test_learn_more_link","
    Test Learn more... link on cookie policy bar
    "
"passed","Tue Jun 14 14:47:51 GMT 2022","Tue Jun 14 14:47:53 GMT 2022","2130","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Tue Jun 14 14:47:44 GMT 2022","Tue Jun 14 14:47:47 GMT 2022","2442","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"passed","Tue Jun 14 14:48:01 GMT 2022","Tue Jun 14 14:48:03 GMT 2022","2099","tests","test_04_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"passed","Tue Jun 14 14:47:18 GMT 2022","Tue Jun 14 14:47:39 GMT 2022","21201","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
