"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 29 13:31:13 GMT 2022","Wed Jun 29 13:31:13 GMT 2022","0","tests","test_04_login","","","","test_valid_login",""
"skipped","Wed Jun 29 13:31:13 GMT 2022","Wed Jun 29 13:31:13 GMT 2022","0","tests","test_05_data_handling","","","","test_delete_data",""
"passed","Wed Jun 29 13:30:31 GMT 2022","Wed Jun 29 13:30:32 GMT 2022","453","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I decline!"")]-decline]","
    Test decline button on cookie policy bar
    "
"skipped","Wed Jun 29 13:31:13 GMT 2022","Wed Jun 29 13:31:13 GMT 2022","0","tests","test_05_data_handling","","","","test_update_data",""
"passed","Wed Jun 29 13:30:57 GMT 2022","Wed Jun 29 13:30:59 GMT 2022","2305","tests","test_04_login","","","","test_invalid_login[Empty email]","
    Test invalid login
    "
"passed","Wed Jun 29 13:30:46 GMT 2022","Wed Jun 29 13:30:48 GMT 2022","2292","tests","test_03_signup","","","","test_invalid_signup[Empty password]","
    Signup test
    "
"passed","Wed Jun 29 13:30:35 GMT 2022","Wed Jun 29 13:30:37 GMT 2022","2357","tests","test_03_signup","","","","test_invalid_signup[Invalid email format]","
    Signup test
    "
"passed","Wed Jun 29 13:31:11 GMT 2022","Wed Jun 29 13:31:13 GMT 2022","2298","tests","test_04_login","","","","test_invalid_login[Not registered email]","
    Test invalid login
    "
"skipped","Wed Jun 29 13:31:13 GMT 2022","Wed Jun 29 13:31:13 GMT 2022","0","tests","test_05_data_handling","","","","test_bulk_insert_data_from_file",""
"passed","Wed Jun 29 13:31:07 GMT 2022","Wed Jun 29 13:31:10 GMT 2022","2334","tests","test_04_login","","","","test_invalid_login[Invalid email format]","
    Test invalid login
    "
"skipped","Wed Jun 29 13:31:13 GMT 2022","Wed Jun 29 13:31:13 GMT 2022","0","tests","test_05_data_handling","","","","test_list_data",""
"passed","Wed Jun 29 13:30:33 GMT 2022","Wed Jun 29 13:30:33 GMT 2022","461","tests","test_02_cookie_policy","","","","test_cookie_policy[//div[contains(text(), ""I accept!"")]-accept]","
    Test decline button on cookie policy bar
    "
"passed","Wed Jun 29 13:30:49 GMT 2022","Wed Jun 29 13:30:52 GMT 2022","2299","tests","test_03_signup","","","","test_invalid_signup[All fields empty]","
    Signup test
    "
"passed","Wed Jun 29 13:30:53 GMT 2022","Wed Jun 29 13:30:55 GMT 2022","2297","tests","test_04_login","","","","test_invalid_login[Empty fields]","
    Test invalid login
    "
"passed","Wed Jun 29 13:30:16 GMT 2022","Wed Jun 29 13:30:27 GMT 2022","11009","tests","test_01_main_page","","","","test_wait_for_main_page_load","
    Wait for docker container to load
    "
"skipped","Wed Jun 29 13:31:13 GMT 2022","Wed Jun 29 13:31:13 GMT 2022","0","tests","test_05_data_handling","","","","test_insert_data",""
"skipped","Wed Jun 29 13:30:52 GMT 2022","Wed Jun 29 13:30:52 GMT 2022","0","tests","test_03_signup","","","","test_valid_signup",""
"passed","Wed Jun 29 13:31:00 GMT 2022","Wed Jun 29 13:31:02 GMT 2022","2281","tests","test_04_login","","","","test_invalid_login[Empty password]","
    Test invalid login
    "
"skipped","Wed Jun 29 13:31:13 GMT 2022","Wed Jun 29 13:31:13 GMT 2022","0","tests","test_05_data_handling","","","","test_list_multi_page_data",""
"passed","Wed Jun 29 13:30:42 GMT 2022","Wed Jun 29 13:30:44 GMT 2022","2374","tests","test_03_signup","","","","test_invalid_signup[Empty email]","
    Signup test
    "
"passed","Wed Jun 29 13:30:38 GMT 2022","Wed Jun 29 13:30:41 GMT 2022","2301","tests","test_03_signup","","","","test_invalid_signup[Empty username]","
    Signup test
    "
"skipped","Wed Jun 29 13:31:13 GMT 2022","Wed Jun 29 13:31:13 GMT 2022","0","tests","test_05_data_handling","","","","test_download_data",""
"passed","Wed Jun 29 13:31:04 GMT 2022","Wed Jun 29 13:31:06 GMT 2022","2286","tests","test_04_login","","","","test_invalid_login[Invalid password]","
    Test invalid login
    "
"passed","Wed Jun 29 13:30:28 GMT 2022","Wed Jun 29 13:30:30 GMT 2022","1666","tests","test_02_cookie_policy","","","","test_learn_more_link","
    Test Learn more... link on cookie policy bar
    "
"skipped","Wed Jun 29 13:31:13 GMT 2022","Wed Jun 29 13:31:13 GMT 2022","0","tests","test_06_logout","","","","test_logout",""
